
START TIME:2023-11-15 19:05:44
STEP-01 BiasVMeasureI-Single

TIME,V(V),I(A),R(OHM)
5.859,+1.000000E+00,+1.189536E-04,+8.406639E+003
5.909,+1.000000E+00,+1.189205E-04,+8.408979E+003
5.956,+1.000000E+00,+1.189413E-04,+8.407509E+003
6.011,+1.000000E+00,+1.190280E-04,+8.401385E+003
6.062,+1.000000E+00,+1.189769E-04,+8.404993E+003
6.110,+1.000000E+00,+1.189449E-04,+8.407254E+003
6.164,+1.000000E+00,+1.189220E-04,+8.408873E+003
6.216,+1.000000E+00,+1.189396E-04,+8.407629E+003
6.264,+1.000000E+00,+1.189734E-04,+8.405240E+003
6.319,+1.000000E+00,+1.189300E-04,+8.408307E+003
6.369,+1.000000E+00,+1.189263E-04,+8.408569E+003
6.417,+1.000000E+00,+1.189514E-04,+8.406795E+003
6.472,+1.000000E+00,+1.189585E-04,+8.406293E+003
6.524,+1.000000E+00,+1.189313E-04,+8.408215E+003
6.572,+1.000000E+00,+1.189224E-04,+8.408845E+003
6.627,+1.000000E+00,+1.189299E-04,+8.408314E+003
6.678,+1.000000E+00,+1.189344E-04,+8.407996E+003
6.725,+1.000000E+00,+1.190061E-04,+8.402931E+003
6.779,+1.000000E+00,+1.189611E-04,+8.406109E+003
6.831,+1.000000E+00,+1.190084E-04,+8.402768E+003
6.878,+1.000000E+00,+1.189902E-04,+8.404053E+003
6.932,+1.000000E+00,+1.189860E-04,+8.404350E+003
6.984,+1.000000E+00,+1.189784E-04,+8.404887E+003
7.032,+1.000000E+00,+1.189827E-04,+8.404583E+003
7.087,+1.000000E+00,+1.189864E-04,+8.404322E+003
7.137,+1.000000E+00,+1.189859E-04,+8.404357E+003
7.185,+1.000000E+00,+1.189152E-04,+8.409354E+003
7.240,+1.000000E+00,+1.189028E-04,+8.410231E+003
7.290,+1.000000E+00,+1.188609E-04,+8.413196E+003
7.337,+1.000000E+00,+1.188980E-04,+8.410570E+003
7.385,+1.000000E+00,+1.189503E-04,+8.406872E+003
7.433,+1.000000E+00,+1.189883E-04,+8.404188E+003
7.484,+1.000000E+00,+1.189591E-04,+8.406251E+003
7.534,+1.000000E+00,+1.188997E-04,+8.410450E+003
7.582,+1.000000E+00,+1.188980E-04,+8.410570E+003
7.635,+1.000000E+00,+1.189024E-04,+8.410259E+003
7.687,+1.000000E+00,+1.188536E-04,+8.413712E+003
7.734,+1.000000E+00,+1.188597E-04,+8.413281E+003
7.789,+1.000000E+00,+1.188711E-04,+8.412474E+003
7.840,+1.000000E+00,+1.188298E-04,+8.415397E+003
7.887,+1.000000E+00,+1.188099E-04,+8.416807E+003
7.940,+1.000000E+00,+1.188926E-04,+8.410952E+003
7.992,+1.000000E+00,+1.188653E-04,+8.412884E+003
8.040,+1.000000E+00,+1.188476E-04,+8.414137E+003
8.094,+1.000000E+00,+1.188812E-04,+8.411759E+003
8.146,+1.000000E+00,+1.189231E-04,+8.408795E+003
8.194,+1.000000E+00,+1.188994E-04,+8.410471E+003
8.248,+1.000000E+00,+1.189333E-04,+8.408074E+003
8.300,+1.000000E+00,+1.190221E-04,+8.401801E+003
8.348,+1.000000E+00,+1.189943E-04,+8.403764E+003
8.403,+1.000000E+00,+1.190257E-04,+8.401547E+003
8.454,+1.000000E+00,+1.189517E-04,+8.406774E+003
8.502,+1.000000E+00,+1.188946E-04,+8.410811E+003
8.556,+1.000000E+00,+1.188773E-04,+8.412035E+003
8.608,+1.000000E+00,+1.188484E-04,+8.414080E+003
8.656,+1.000000E+00,+1.144594E-04,+8.736722E+003
8.710,+1.000000E+00,+1.147826E-04,+8.712122E+003
8.761,+1.000000E+00,+1.175129E-04,+8.509704E+003
8.809,+1.000000E+00,+1.195355E-04,+8.365716E+003
8.864,+1.000000E+00,+1.197099E-04,+8.353528E+003
8.915,+1.000000E+00,+1.198100E-04,+8.346549E+003
8.963,+1.000000E+00,+1.195136E-04,+8.367249E+003
9.018,+1.000000E+00,+1.195044E-04,+8.367893E+003
9.068,+1.000000E+00,+1.194129E-04,+8.374305E+003
9.115,+1.000000E+00,+1.193938E-04,+8.375644E+003
9.170,+1.000000E+00,+1.193676E-04,+8.377483E+003
9.221,+1.000000E+00,+1.194547E-04,+8.371374E+003
9.268,+1.000000E+00,+1.193923E-04,+8.375750E+003
9.323,+1.000000E+00,+1.191888E-04,+8.390050E+003
9.374,+1.000000E+00,+1.190957E-04,+8.396609E+003
9.420,+1.000000E+00,+1.189221E-04,+8.408866E+003
9.475,+1.000000E+00,+1.187006E-04,+8.424557E+003
9.526,+1.000000E+00,+1.185664E-04,+8.434093E+003
9.574,+1.000000E+00,+1.184391E-04,+8.443158E+003
9.628,+1.000000E+00,+1.184621E-04,+8.441518E+003
9.680,+1.000000E+00,+1.184144E-04,+8.444919E+003
9.727,+1.000000E+00,+1.184181E-04,+8.444655E+003
9.782,+1.000000E+00,+1.183562E-04,+8.449072E+003
9.834,+1.000000E+00,+1.183401E-04,+8.450221E+003
9.881,+1.000000E+00,+1.183532E-04,+8.449286E+003
9.935,+1.000000E+00,+1.184184E-04,+8.444634E+003
9.987,+1.000000E+00,+1.185249E-04,+8.437046E+003
10.035,+1.000000E+00,+1.184210E-04,+8.444448E+003
10.089,+1.000000E+00,+1.184336E-04,+8.443550E+003
10.141,+1.000000E+00,+1.184589E-04,+8.441746E+003
10.189,+1.000000E+00,+1.184714E-04,+8.440856E+003
10.243,+1.000000E+00,+1.185441E-04,+8.435679E+003
10.294,+1.000000E+00,+1.184763E-04,+8.440507E+003
10.342,+1.000000E+00,+1.184935E-04,+8.439281E+003
10.396,+1.000000E+00,+1.184638E-04,+8.441397E+003
10.449,+1.000000E+00,+1.183792E-04,+8.447430E+003
10.497,+1.000000E+00,+1.183987E-04,+8.446039E+003
10.552,+1.000000E+00,+1.184650E-04,+8.441312E+003
10.603,+1.000000E+00,+1.185588E-04,+8.434633E+003
10.651,+1.000000E+00,+1.185035E-04,+8.438569E+003
10.705,+1.000000E+00,+1.186775E-04,+8.426197E+003
10.756,+1.000000E+00,+1.187418E-04,+8.421634E+003
10.804,+1.000000E+00,+1.187583E-04,+8.420464E+003
10.859,+1.000000E+00,+1.187652E-04,+8.419975E+003
10.910,+1.000000E+00,+1.187327E-04,+8.422280E+003
10.957,+1.000000E+00,+1.187196E-04,+8.423209E+003
11.011,+1.000000E+00,+1.186775E-04,+8.426197E+003
11.063,+1.000000E+00,+1.186139E-04,+8.430715E+003
11.110,+1.000000E+00,+1.185540E-04,+8.434975E+003
11.164,+1.000000E+00,+1.185181E-04,+8.437530E+003
11.216,+1.000000E+00,+1.185853E-04,+8.432748E+003
11.264,+1.000000E+00,+1.186414E-04,+8.428761E+003
11.319,+1.000000E+00,+1.187462E-04,+8.421322E+003
11.370,+1.000000E+00,+1.187526E-04,+8.420868E+003
11.418,+1.000000E+00,+1.187039E-04,+8.424323E+003
11.473,+1.000000E+00,+1.187348E-04,+8.422131E+003
11.524,+1.000000E+00,+1.187093E-04,+8.423940E+003
11.571,+1.000000E+00,+1.186868E-04,+8.425537E+003
11.626,+1.000000E+00,+1.187002E-04,+8.424586E+003
11.677,+1.000000E+00,+1.187574E-04,+8.420528E+003
11.725,+1.000000E+00,+1.186682E-04,+8.426857E+003
11.779,+1.000000E+00,+1.187621E-04,+8.420195E+003
11.831,+1.000000E+00,+1.186653E-04,+8.427063E+003
11.879,+1.000000E+00,+1.186803E-04,+8.425998E+003
11.933,+1.000000E+00,+1.186634E-04,+8.427198E+003
11.984,+1.000000E+00,+1.187208E-04,+8.423124E+003
12.032,+1.000000E+00,+1.146143E-04,+8.724915E+003
12.086,+1.000000E+00,+1.143517E-04,+8.744951E+003
12.139,+1.000000E+00,+1.192479E-04,+8.385892E+003
12.187,+1.000000E+00,+1.198843E-04,+8.341376E+003
12.242,+1.000000E+00,+1.201191E-04,+8.325071E+003
12.293,+1.000000E+00,+1.198619E-04,+8.342935E+003
12.340,+1.000000E+00,+1.198321E-04,+8.345009E+003
12.395,+1.000000E+00,+1.197240E-04,+8.352544E+003
12.446,+1.000000E+00,+1.197238E-04,+8.352558E+003
12.494,+1.000000E+00,+1.196747E-04,+8.355985E+003
12.549,+1.000000E+00,+1.198363E-04,+8.344717E+003
12.600,+1.000000E+00,+1.197538E-04,+8.350466E+003
12.648,+1.000000E+00,+1.198233E-04,+8.345622E+003
12.703,+1.000000E+00,+1.197424E-04,+8.351261E+003
12.753,+1.000000E+00,+1.196630E-04,+8.356802E+003
12.801,+1.000000E+00,+1.196862E-04,+8.355182E+003
12.856,+1.000000E+00,+1.196174E-04,+8.359988E+003
12.906,+1.000000E+00,+1.194840E-04,+8.369321E+003
12.954,+1.000000E+00,+1.194436E-04,+8.372152E+003
13.002,+1.000000E+00,+1.192426E-04,+8.386265E+003
13.049,+1.000000E+00,+1.191791E-04,+8.390733E+003
13.100,+1.000000E+00,+1.190591E-04,+8.399190E+003
13.150,+1.000000E+00,+1.190780E-04,+8.397857E+003
13.198,+1.000000E+00,+1.189847E-04,+8.404442E+003
13.253,+1.000000E+00,+1.190074E-04,+8.402839E+003
13.304,+1.000000E+00,+1.190408E-04,+8.400481E+003
13.352,+1.000000E+00,+1.191213E-04,+8.394804E+003
13.406,+1.000000E+00,+1.190749E-04,+8.398075E+003
13.457,+1.000000E+00,+1.190527E-04,+8.399642E+003
13.505,+1.000000E+00,+1.190084E-04,+8.402768E+003
13.560,+1.000000E+00,+1.190640E-04,+8.398844E+003
13.611,+1.000000E+00,+1.191173E-04,+8.395086E+003
13.659,+1.000000E+00,+1.190316E-04,+8.401130E+003
13.714,+1.000000E+00,+1.190284E-04,+8.401356E+003
13.764,+1.000000E+00,+1.189829E-04,+8.404569E+003
13.812,+1.000000E+00,+1.190214E-04,+8.401850E+003
13.859,+1.000000E+00,+1.189914E-04,+8.403969E+003
13.906,+1.000000E+00,+1.190475E-04,+8.400008E+003
13.958,+1.000000E+00,+1.190430E-04,+8.400326E+003
14.008,+1.000000E+00,+1.189929E-04,+8.403863E+003
14.056,+1.000000E+00,+1.189532E-04,+8.406667E+003
14.110,+1.000000E+00,+1.189030E-04,+8.410217E+003
14.162,+1.000000E+00,+1.189081E-04,+8.409856E+003
14.209,+1.000000E+00,+1.187839E-04,+8.418649E+003
14.263,+1.000000E+00,+1.188727E-04,+8.412360E+003
14.314,+1.000000E+00,+1.188562E-04,+8.413528E+003
14.362,+1.000000E+00,+1.187996E-04,+8.417537E+003
14.416,+1.000000E+00,+1.187955E-04,+8.417827E+003
14.469,+1.000000E+00,+1.188656E-04,+8.412863E+003
14.517,+1.000000E+00,+1.189581E-04,+8.406321E+003
14.571,+1.000000E+00,+1.190053E-04,+8.402987E+003
14.624,+1.000000E+00,+1.189684E-04,+8.405593E+003
14.671,+1.000000E+00,+1.190187E-04,+8.402041E+003
14.726,+1.000000E+00,+1.189653E-04,+8.405812E+003
14.776,+1.000000E+00,+1.189829E-04,+8.404569E+003
14.824,+1.000000E+00,+1.189540E-04,+8.406611E+003
14.878,+1.000000E+00,+1.191096E-04,+8.395629E+003
14.930,+1.000000E+00,+1.190272E-04,+8.401441E+003
14.978,+1.000000E+00,+1.190021E-04,+8.403213E+003
15.031,+1.000000E+00,+1.190568E-04,+8.399352E+003
15.084,+1.000000E+00,+1.189847E-04,+8.404442E+003
15.132,+1.000000E+00,+1.190573E-04,+8.399317E+003
15.186,+1.000000E+00,+1.189981E-04,+8.403496E+003
15.236,+1.000000E+00,+1.190573E-04,+8.399317E+003
15.283,+1.000000E+00,+1.190978E-04,+8.396461E+003
15.331,+1.000000E+00,+1.190351E-04,+8.400883E+003
15.379,+1.000000E+00,+1.149895E-04,+8.696446E+003
15.431,+1.000000E+00,+1.150944E-04,+8.688520E+003
15.482,+1.000000E+00,+1.189855E-04,+8.404385E+003
15.529,+1.000000E+00,+1.202313E-04,+8.317302E+003
15.583,+1.000000E+00,+1.198713E-04,+8.342280E+003
15.635,+1.000000E+00,+1.199738E-04,+8.335153E+003
15.683,+1.000000E+00,+1.197507E-04,+8.350682E+003
15.737,+1.000000E+00,+1.197068E-04,+8.353744E+003
15.789,+1.000000E+00,+1.196691E-04,+8.356376E+003
15.837,+1.000000E+00,+1.196485E-04,+8.357815E+003
15.891,+1.000000E+00,+1.198367E-04,+8.344689E+003
15.942,+1.000000E+00,+1.197276E-04,+8.352293E+003
15.990,+1.000000E+00,+1.197171E-04,+8.353026E+003
16.044,+1.000000E+00,+1.196469E-04,+8.357927E+003
16.097,+1.000000E+00,+1.197368E-04,+8.351651E+003
16.145,+1.000000E+00,+1.196652E-04,+8.356648E+003
16.199,+1.000000E+00,+1.195441E-04,+8.365114E+003
16.251,+1.000000E+00,+1.195908E-04,+8.361847E+003
16.298,+1.000000E+00,+1.195513E-04,+8.364610E+003
16.353,+1.000000E+00,+1.194559E-04,+8.371290E+003
16.405,+1.000000E+00,+1.193542E-04,+8.378423E+003
16.453,+1.000000E+00,+1.192113E-04,+8.388467E+003
16.508,+1.000000E+00,+1.191196E-04,+8.394924E+003
16.559,+1.000000E+00,+1.190919E-04,+8.396877E+003
16.607,+1.000000E+00,+1.190680E-04,+8.398562E+003
16.661,+1.000000E+00,+1.190286E-04,+8.401342E+003
16.712,+1.000000E+00,+1.190813E-04,+8.397624E+003
16.760,+1.000000E+00,+1.190114E-04,+8.402556E+003
16.815,+1.000000E+00,+1.190966E-04,+8.396545E+003
16.866,+1.000000E+00,+1.190639E-04,+8.398851E+003
16.914,+1.000000E+00,+1.190051E-04,+8.403001E+003
16.969,+1.000000E+00,+1.190421E-04,+8.400389E+003
17.020,+1.000000E+00,+1.190851E-04,+8.397356E+003
17.068,+1.000000E+00,+1.190493E-04,+8.399881E+003
17.122,+1.000000E+00,+1.190318E-04,+8.401116E+003
17.173,+1.000000E+00,+1.189087E-04,+8.409814E+003
17.221,+1.000000E+00,+1.189441E-04,+8.407311E+003
17.276,+1.000000E+00,+1.189668E-04,+8.405706E+003
17.326,+1.000000E+00,+1.190123E-04,+8.402493E+003
17.374,+1.000000E+00,+1.190170E-04,+8.402161E+003
17.422,+1.000000E+00,+1.189419E-04,+8.407466E+003
17.468,+1.000000E+00,+1.189052E-04,+8.410061E+003
17.520,+1.000000E+00,+1.189250E-04,+8.408661E+003
17.570,+1.000000E+00,+1.189124E-04,+8.409552E+003
17.618,+1.000000E+00,+1.188525E-04,+8.413790E+003
17.673,+1.000000E+00,+1.188614E-04,+8.413160E+003
17.724,+1.000000E+00,+1.187779E-04,+8.419075E+003
17.772,+1.000000E+00,+1.187744E-04,+8.419323E+003
17.826,+1.000000E+00,+1.187641E-04,+8.420053E+003
17.878,+1.000000E+00,+1.187890E-04,+8.418288E+003
17.925,+1.000000E+00,+1.187080E-04,+8.424032E+003
17.980,+1.000000E+00,+1.187242E-04,+8.422883E+003
18.032,+1.000000E+00,+1.187684E-04,+8.419748E+003
18.080,+1.000000E+00,+1.187795E-04,+8.418961E+003
18.134,+1.000000E+00,+1.186720E-04,+8.426588E+003
18.185,+1.000000E+00,+1.187027E-04,+8.424408E+003
18.234,+1.000000E+00,+1.186676E-04,+8.426900E+003
18.288,+1.000000E+00,+1.186376E-04,+8.429031E+003
18.339,+1.000000E+00,+1.187418E-04,+8.421634E+003
18.387,+1.000000E+00,+1.187678E-04,+8.419791E+003
18.441,+1.000000E+00,+1.187039E-04,+8.424323E+003
18.493,+1.000000E+00,+1.186607E-04,+8.427390E+003
18.541,+1.000000E+00,+1.186212E-04,+8.430196E+003
18.595,+1.000000E+00,+1.186493E-04,+8.428200E+003
18.647,+1.000000E+00,+1.187412E-04,+8.421677E+003
18.695,+1.000000E+00,+1.168804E-04,+8.555754E+003
18.750,+1.000000E+00,+1.146873E-04,+8.719361E+003
18.800,+1.000000E+00,+1.144855E-04,+8.734731E+003
18.848,+1.000000E+00,+1.198326E-04,+8.344975E+003
18.902,+1.000000E+00,+1.201145E-04,+8.325390E+003
18.954,+1.000000E+00,+1.199457E-04,+8.337106E+003
19.002,+1.000000E+00,+1.199981E-04,+8.333465E+003
19.056,+1.000000E+00,+1.199099E-04,+8.339595E+003
19.108,+1.000000E+00,+1.199888E-04,+8.334111E+003
19.155,+1.000000E+00,+1.198860E-04,+8.341258E+003
19.209,+1.000000E+00,+1.198660E-04,+8.342649E+003
19.262,+1.000000E+00,+1.199142E-04,+8.339296E+003
19.310,+1.000000E+00,+1.198043E-04,+8.346946E+003
19.364,+1.000000E+00,+1.198911E-04,+8.340903E+003
19.417,+1.000000E+00,+1.198496E-04,+8.343791E+003
19.465,+1.000000E+00,+1.197663E-04,+8.349594E+003
19.519,+1.000000E+00,+1.197699E-04,+8.349343E+003
19.571,+1.000000E+00,+1.197280E-04,+8.352265E+003
19.619,+1.000000E+00,+1.195931E-04,+8.361686E+003
19.673,+1.000000E+00,+1.194994E-04,+8.368243E+003
19.725,+1.000000E+00,+1.193655E-04,+8.377630E+003
19.773,+1.000000E+00,+1.192515E-04,+8.385639E+003
19.828,+1.000000E+00,+1.191038E-04,+8.396038E+003
19.879,+1.000000E+00,+1.190744E-04,+8.398111E+003
19.927,+1.000000E+00,+1.190623E-04,+8.398964E+003
19.982,+1.000000E+00,+1.190160E-04,+8.402232E+003
20.033,+1.000000E+00,+1.190320E-04,+8.401102E+003
20.080,+1.000000E+00,+1.189689E-04,+8.405558E+003
20.134,+1.000000E+00,+1.188904E-04,+8.411108E+003
20.186,+1.000000E+00,+1.190047E-04,+8.403029E+003
20.234,+1.000000E+00,+1.190768E-04,+8.397941E+003
20.288,+1.000000E+00,+1.189533E-04,+8.406660E+003
20.340,+1.000000E+00,+1.189507E-04,+8.406844E+003
20.387,+1.000000E+00,+1.189895E-04,+8.404103E+003
20.442,+1.000000E+00,+1.190139E-04,+8.402380E+003
20.493,+1.000000E+00,+1.190137E-04,+8.402394E+003
20.541,+1.000000E+00,+1.190247E-04,+8.401617E+003
20.595,+1.000000E+00,+1.190172E-04,+8.402147E+003
20.647,+1.000000E+00,+1.190125E-04,+8.402479E+003
20.695,+1.000000E+00,+1.189588E-04,+8.406272E+003
20.749,+1.000000E+00,+1.189293E-04,+8.408357E+003
20.802,+1.000000E+00,+1.189586E-04,+8.406286E+003
20.850,+1.000000E+00,+1.189277E-04,+8.408470E+003
20.904,+1.000000E+00,+1.189300E-04,+8.408307E+003
20.956,+1.000000E+00,+1.189832E-04,+8.404548E+003
21.003,+1.000000E+00,+1.189727E-04,+8.405290E+003
21.057,+1.000000E+00,+1.189485E-04,+8.407000E+003
21.110,+1.000000E+00,+1.190065E-04,+8.402902E+003
21.157,+1.000000E+00,+1.189779E-04,+8.404922E+003
21.211,+1.000000E+00,+1.189547E-04,+8.406561E+003
21.264,+1.000000E+00,+1.189797E-04,+8.404795E+003
21.311,+1.000000E+00,+1.189179E-04,+8.409163E+003
21.366,+1.000000E+00,+1.189422E-04,+8.407445E+003
21.418,+1.000000E+00,+1.189478E-04,+8.407049E+003
21.466,+1.000000E+00,+1.189148E-04,+8.409382E+003
21.520,+1.000000E+00,+1.189443E-04,+8.407297E+003
21.572,+1.000000E+00,+1.189720E-04,+8.405339E+003
21.620,+1.000000E+00,+1.188940E-04,+8.410853E+003
21.674,+1.000000E+00,+1.188486E-04,+8.414066E+003
21.727,+1.000000E+00,+1.188633E-04,+8.413026E+003
21.774,+1.000000E+00,+1.187894E-04,+8.418260E+003
21.828,+1.000000E+00,+1.187947E-04,+8.417884E+003
21.880,+1.000000E+00,+1.188106E-04,+8.416757E+003
21.928,+1.000000E+00,+1.188355E-04,+8.414994E+003
21.983,+1.000000E+00,+1.187654E-04,+8.419961E+003
22.034,+1.000000E+00,+1.187678E-04,+8.419791E+003
22.081,+1.000000E+00,+1.139540E-04,+8.775471E+003
22.135,+1.000000E+00,+1.138694E-04,+8.781991E+003
22.187,+1.000000E+00,+1.177774E-04,+8.490593E+003
22.235,+1.000000E+00,+1.195875E-04,+8.362078E+003
22.290,+1.000000E+00,+1.196169E-04,+8.360023E+003
22.341,+1.000000E+00,+1.196716E-04,+8.356201E+003
22.389,+1.000000E+00,+1.197204E-04,+8.352795E+003
22.443,+1.000000E+00,+1.199156E-04,+8.339199E+003
22.494,+1.000000E+00,+1.196815E-04,+8.355510E+003
22.542,+1.000000E+00,+1.195723E-04,+8.363141E+003
22.597,+1.000000E+00,+1.195651E-04,+8.363645E+003
22.648,+1.000000E+00,+1.196701E-04,+8.356306E+003
22.696,+1.000000E+00,+1.196495E-04,+8.357745E+003
22.750,+1.000000E+00,+1.196411E-04,+8.358332E+003
22.801,+1.000000E+00,+1.196793E-04,+8.355664E+003
22.849,+1.000000E+00,+1.195016E-04,+8.368089E+003
